       1    0.20630996   -0.53889367    0.18139699    0.00000000   -0.40549729    0.04731396   -0.22856374    0.25492628    0.05484978   -0.35355339   -0.29215908   -0.15276097   -0.33693939
       2    0.16776629    0.12397358   -0.31477350   -0.40824829    0.24372374    0.32751398    0.14964617    0.26159022    0.36211528    0.23570226   -0.43004812    0.03240196   -0.24611300
       3   -0.30184443    0.25378265    0.22371001   -0.00000000   -0.24372374   -0.32751398    0.38401351   -0.29973800    0.33123111   -0.23570226   -0.36414566    0.23106106   -0.19799330
       4    0.16776629   -0.29673216    0.16248640    0.40824829    0.24372374    0.32751398    0.14964617   -0.38636377   -0.22423192    0.23570226   -0.21247196    0.37529581   -0.24611300
       5    0.16776629   -0.33458864    0.05002248   -0.40824829    0.16177356   -0.37482794    0.14964617   -0.44439614    0.04548613    0.23570226    0.18696315   -0.38863358   -0.24611300
       6   -0.30184443    0.06684723   -0.33163723   -0.00000000   -0.16177356    0.37482794    0.38401351   -0.13698555   -0.42519628   -0.23570226   -0.01803192   -0.43088992   -0.19799330
       7    0.16776629    0.28908343    0.17573439    0.40824829    0.16177356   -0.37482794    0.14964617    0.38737243   -0.22248488    0.23570226   -0.21877973   -0.37165401   -0.24611300
       8    0.20630996    0.42654123    0.37599711   -0.00000000    0.24372374    0.32751398   -0.22856374   -0.17496444    0.19334775   -0.35355339    0.27837442   -0.17663670   -0.33693939
       9   -0.65582411   -0.00000000   -0.00000000   -0.00000000   -0.00000000    0.00000000   -0.51624886   -0.00000000    0.00000000    0.35355339    0.00000000   -0.00000000   -0.42235275
      10    0.20630996    0.11235244   -0.55739410   -0.00000000    0.16177356   -0.37482794   -0.22856374   -0.07996184   -0.24819753   -0.35355339    0.01378466    0.32939767   -0.33693939
      11    0.16776629    0.21061506    0.26475102   -0.40824829   -0.40549729    0.04731396    0.14964617    0.18280593   -0.40760141    0.23570226    0.24308498    0.35623162   -0.24611300
      12   -0.30184443   -0.32062988    0.10792722   -0.00000000    0.40549729   -0.04731396    0.38401351    0.43672356    0.09396517   -0.23570226    0.38217758    0.19982886   -0.19799330
      13    0.16776629    0.00764873   -0.33822079    0.40824829   -0.40549729    0.04731396    0.14964617   -0.00100865    0.44671680    0.23570226    0.43125168   -0.00364179   -0.24611300
